,drugname_brand,drugname_generic,anatomical,therapeutic,pharmacologic,chemical,substance,name
3125,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3126,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3127,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3128,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE VALERATE
3129,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE ACETATE
3130,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3131,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3132,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3133,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3134,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3135,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3136,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3137,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3138,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3139,DEXPAK,DEXAMETHASONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3140,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE
3141,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3142,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3143,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3144,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3145,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE VALERATE
3146,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACETATE
3147,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3148,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3149,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3150,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3151,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3152,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3153,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3154,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3155,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3156,DEXPAK,DEXAMETHASONE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3157,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE
3158,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3159,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3160,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE PALMITATE
3161,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3162,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE VALERATE
3163,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE ACETATE
3164,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3165,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE BELOXIL
3166,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3167,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3168,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3169,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3170,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3171,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3172,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3173,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3174,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE
3175,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3176,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3177,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3178,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3179,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE VALERATE
3180,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE ACETATE
3181,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3182,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3183,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3184,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3185,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3186,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3187,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3188,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3189,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3190,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3191,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE
3192,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3193,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3194,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3195,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3196,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE VALERATE
3197,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACETATE
3198,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3199,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3200,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3201,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3202,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3203,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3204,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3205,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3206,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3207,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3208,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE
3209,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3210,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3211,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3212,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
3213,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE VALERATE
3214,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACETATE
3215,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ACEFURATE
3216,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE BELOXIL
3217,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE CIPECILATE
3218,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-ACETATE
3219,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE ISONICOTINATE
3220,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE SODIUM HEMISULFATE
3221,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-TEBUTATE
3222,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE 21-VALERATE
3223,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHENYLPROPIONATE
3224,DEXPAK,DEXAMETHASONE,SENSORY ORGANS,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,CORTICOSTEROIDS,CORTICOSTEROIDS,DEXAMETHASONE,DEXAMETHASONE PHOSPHATE
3225,MAXIDEX,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE
3226,MAXIDEX,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
3227,MAXIDEX,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE METASULFOBENZOATE SODIUM
3228,MAXIDEX,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE PALMITATE
3229,MAXIDEX,DEXAMETHASONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,DEXAMETHASONE,DEXAMETHASONE DIPROPIONATE
